INCIDENT_TYPE,MONTH,YEAR,HUNDRED_BLOCK
Shoplifting,12,2014,9000 152ND ST     
Theft from Motor Vehicle,12,2014,9000 152ND ST     
Shoplifting,12,2014,9000 152ND ST     
Shoplifting,12,2014,9000 152ND ST     
Theft from Motor Vehicle,12,2014,9000 SKYE PL     
Theft of Motor Vehicle,12,2014,9000 PRINCE CHARLES BLVD    
Theft of Motor Vehicle,12,2014,9000 ROBERTSON DR     
Theft from Motor Vehicle,12,2014,9000 BEN NEVIS CRES    
Theft from Motor Vehicle,12,2014,9000 PRINCE CHARLES BLVD    
Theft from Motor Vehicle,12,2014,9000 BEN NEVIS CRES    
Break and Enter - Residence,12,2014,9000 148TH ST     
Theft from Motor Vehicle,12,2014,9000 144TH ST     
Theft from Motor Vehicle,12,2014,9000 132ND ST     
Theft from Motor Vehicle,12,2014,9000 SNOWDON PL     
Theft from Motor Vehicle,12,2014,9000 122B ST     
Theft of Motor Vehicle,12,2014,9000 134TH ST     
Break and Enter - Residence,12,2014,9000 141A ST     
Theft from Motor Vehicle,12,2014,9000 162A ST     
Theft from Motor Vehicle,12,2014,9000 141B ST     
Theft of Motor Vehicle,12,2014,9000 141A ST     
Theft from Motor Vehicle,12,2014,9000 PRINCE CHARLES BLVD    
Theft from Motor Vehicle,12,2014,9000 163RD ST     
Theft from Motor Vehicle,12,2014,9000 162A ST     
Fatal/Injury Collision,12,2014,9100 BLOCK 164TH ST    
Theft from Motor Vehicle,12,2014,9100 147A ST     
Theft from Motor Vehicle,12,2014,9100 162ND ST     
Theft from Motor Vehicle,12,2014,9100 162ND ST     
Theft of Motor Vehicle,12,2014,9100 147A ST     
Theft from Motor Vehicle,12,2014,9100 122ND ST     
Fatal/Injury Collision,12,2014,9100 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,9100 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,9100 162ND ST     
Fatal/Injury Collision,12,2014,9100 128TH ST     
Theft from Motor Vehicle,12,2014,9100 161A ST     
Theft from Motor Vehicle,12,2014,9100 APPLEHILL CRES     
Theft from Motor Vehicle,12,2014,9200 158TH ST     
Theft of Motor Vehicle,12,2014,9200 158TH ST     
Theft of Motor Vehicle,12,2014,9200 158A ST     
Theft of Motor Vehicle,12,2014,9200 122ND ST     
Theft of Motor Vehicle,12,2014,9200 158TH ST     
Theft of Motor Vehicle,12,2014,9200 153RD ST     
Theft from Motor Vehicle,12,2014,9200 122ND ST     
Fatal/Injury Collision,12,2014,9200 194TH ST     
Break and Enter - Residence,12,2014,9200 121ST ST     
Theft of Motor Vehicle,12,2014,9300 140TH ST     
Theft of Motor Vehicle,12,2014,9300 134A ST     
Theft from Motor Vehicle,12,2014,9300 163A ST     
Theft from Motor Vehicle,12,2014,9300 148A ST     
Break and Enter - Residence,12,2014,9300 151ST ST     
Theft from Motor Vehicle,12,2014,9300 158TH ST     
Theft from Motor Vehicle,12,2014,9300 132ND ST     
Theft of Motor Vehicle,12,2014,9300 152ND ST     
Theft from Motor Vehicle,12,2014,9300 122ND ST     
Fatal/Injury Collision,12,2014,9300 126TH ST     
Theft of Motor Vehicle,12,2014,9300 152ND ST     
Theft from Motor Vehicle,12,2014,9300 160TH ST     
Theft of Motor Vehicle,12,2014,9300 140TH ST     
Theft from Motor Vehicle,12,2014,9300 162A ST     
Theft of Motor Vehicle,12,2014,9300 133A ST     
Theft from Motor Vehicle,12,2014,9300 148A ST     
Break and Enter - Residence,12,2014,9300 128TH ST     
Theft of Motor Vehicle,12,2014,9300 131A ST     
Theft from Motor Vehicle,12,2014,9400 162A ST     
Theft from Motor Vehicle,12,2014,9400 126TH ST     
Theft from Motor Vehicle,12,2014,9400 132A ST     
Theft from Motor Vehicle,12,2014,9400 152A ST     
Theft of Motor Vehicle,12,2014,9400 148A ST     
Theft of Motor Vehicle,12,2014,9400 157TH ST     
Break and Enter - Residence,12,2014,9400 140TH ST     
Theft of Motor Vehicle,12,2014,9400 128TH ST     
Theft of Motor Vehicle,12,2014,9400 120TH ST     
Theft from Motor Vehicle,12,2014,9400 128TH ST     
Theft of Motor Vehicle,12,2014,9500 BLOCK 159TH ST    
Break and Enter - Business,12,2014,9500 194A ST     
Break and Enter - Residence,12,2014,9500 132ND ST     
Break and Enter - Residence,12,2014,9500 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,9500 120TH ST     
Break and Enter - Residence,12,2014,9500 140TH ST     
Theft of Motor Vehicle,12,2014,9500 156TH ST     
Break and Enter - Business,12,2014,9500 128TH ST     
Theft from Motor Vehicle,12,2014,9500 156TH ST     
Shoplifting,12,2014,9500 132ND ST     
Shoplifting,12,2014,9500 132ND ST     
Break and Enter - Business,12,2014,9500 128TH ST     
Fatal/Injury Collision,12,2014,9600 139TH ST     
Theft of Motor Vehicle,12,2014,9600 154TH ST     
Theft from Motor Vehicle,12,2014,9600 131ST ST     
Theft of Motor Vehicle,12,2014,9600 120A ST     
Break and Enter - Business,12,2014,9600 KING GEORGE BLVD    
Break and Enter - Business,12,2014,9600 128TH ST     
Theft of Motor Vehicle,12,2014,9600 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,9600 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,9600 125TH ST     
Break and Enter - Residence,12,2014,9600 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,9600 139TH ST     
Theft from Motor Vehicle,12,2014,9600 132ND ST     
Theft of Motor Vehicle,12,2014,9600 160TH ST     
Theft from Motor Vehicle,12,2014,9600 148TH ST     
Theft from Motor Vehicle,12,2014,9700 CROWN CRES     
Theft of Motor Vehicle,12,2014,9700 153A ST     
Break and Enter - Residence,12,2014,9700 128TH ST     
Theft from Motor Vehicle,12,2014,9700 160A ST     
Theft of Motor Vehicle,12,2014,9700 148A ST     
Theft of Motor Vehicle,12,2014,9700 151A ST     
Theft of Motor Vehicle,12,2014,9700 130TH ST     
Break and Enter - Residence,12,2014,9700 120TH ST     
Theft from Motor Vehicle,12,2014,9700 180TH ST     
Break and Enter - Business,12,2014,9700 188TH ST     
Fatal/Injury Collision,12,2014,9700 186TH ST     
Theft of Motor Vehicle,12,2014,9700 152B ST     
Theft of Motor Vehicle,12,2014,9700 152B ST     
Break and Enter - Residence,12,2014,9800 123A ST     
Theft of Motor Vehicle,12,2014,9800 140TH ST     
Theft from Motor Vehicle,12,2014,9800 134TH ST     
Theft of Motor Vehicle,12,2014,9800 150TH ST     
Theft of Motor Vehicle,12,2014,9800 149TH ST     
Theft of Motor Vehicle,12,2014,9800 140TH ST     
Theft of Motor Vehicle,12,2014,9800 134TH ST     
Theft from Motor Vehicle,12,2014,9800 138TH ST     
Theft from Motor Vehicle,12,2014,9800 120A ST     
Theft of Motor Vehicle,12,2014,9800 140TH ST     
Shoplifting,12,2014,9900 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,9900 140TH ST     
Theft from Motor Vehicle,12,2014,10000 128A ST     
Theft from Motor Vehicle,12,2014,10000 SEMIAHMOO RD     
Shoplifting,12,2014,10000 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,10000 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10000 117TH ST     
Break and Enter - Residence,12,2014,10000 120TH ST     
Theft from Motor Vehicle,12,2014,10000 137A ST     
Theft of Motor Vehicle,12,2014,10000 137A ST     
Theft from Motor Vehicle,12,2014,10000 WHALLEY BLVD     
Break and Enter - Business,12,2014,10000 WHALLEY BLVD     
Theft of Motor Vehicle,12,2014,10000 132ND ST     
Fatal/Injury Collision,12,2014,10000 148TH ST     
Theft of Motor Vehicle,12,2014,10000 120TH ST     
Theft of Motor Vehicle,12,2014,10000 137A ST     
Break and Enter - Business,12,2014,10000 179TH ST     
Theft from Motor Vehicle,12,2014,10000 127A ST     
Theft from Motor Vehicle,12,2014,10100 173RD ST     
Fatal/Injury Collision,12,2014,10100 SCOTT RD     
Theft of Motor Vehicle,12,2014,10100 143A ST     
Theft of Motor Vehicle,12,2014,10100 158TH ST     
Theft from Motor Vehicle,12,2014,10100 143RD ST     
Break and Enter - Residence,12,2014,10100 129TH ST     
Theft from Motor Vehicle,12,2014,10100 SEMIAHMOO RD     
Fatal/Injury Collision,12,2014,10100 128TH ST     
Theft of Motor Vehicle,12,2014,10100 SEMIAHMOO RD     
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Shoplifting,12,2014,10100 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10100 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10100 179TH ST     
Theft from Motor Vehicle,12,2014,10100 UNIVERSITY DR     
Theft from Motor Vehicle,12,2014,10100 UNIVERSITY DR     
Theft from Motor Vehicle,12,2014,10100 SEMIAHMOO RD     
Theft of Motor Vehicle,12,2014,10100 154TH ST     
Theft from Motor Vehicle,12,2014,10100 159TH ST     
Theft of Motor Vehicle,12,2014,10100 WHALLEY BLVD     
Shoplifting,12,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Shoplifting,12,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Shoplifting,12,2014,10200 KING GEORGE BLVD    
Shoplifting,12,2014,10200 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Shoplifting,12,2014,10200 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,10200 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10200 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,10200 144TH ST     
Theft from Motor Vehicle,12,2014,10200 142A ST     
Theft of Motor Vehicle,12,2014,10200 124A ST     
Fatal/Injury Collision,12,2014,10200 146TH ST     
Theft of Motor Vehicle,12,2014,10200 133A ST     
Break and Enter - Residence,12,2014,10200 144TH ST     
Theft of Motor Vehicle,12,2014,10200 145TH ST     
Shoplifting,12,2014,10200 WHALLEY BLVD     
Shoplifting,12,2014,10200 WHALLEY BLVD     
Theft of Motor Vehicle,12,2014,10200 152ND ST     
Theft from Motor Vehicle,12,2014,10200 CITY PKWY     
Theft from Motor Vehicle,12,2014,10200 172ND ST     
Theft from Motor Vehicle,12,2014,10200 129A ST     
Theft from Motor Vehicle,12,2014,10200 125A ST     
Theft from Motor Vehicle,12,2014,10200 125A ST     
Fatal/Injury Collision,12,2014,10200 127TH ST     
Fatal/Injury Collision,12,2014,10200 127TH ST     
Theft from Motor Vehicle,12,2014,10200 170A ST     
Theft from Motor Vehicle,12,2014,10200 141ST ST     
Theft from Motor Vehicle,12,2014,10200 125A ST     
Fatal/Injury Collision,12,2014,10200 CITY PKWY     
Theft from Motor Vehicle,12,2014,10200 170A ST     
Break and Enter - Residence,12,2014,10200 133RD ST     
Break and Enter - Residence,12,2014,10200 144TH ST     
Theft from Motor Vehicle,12,2014,10300 BLOCK 125TH ST    
Theft from Motor Vehicle,12,2014,10300 BLOCK 125TH ST    
Fatal/Injury Collision,12,2014,10300 BLOCK 149TH ST    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,10300 168TH ST     
Break and Enter - Residence,12,2014,10300 144TH ST     
Break and Enter - Residence,12,2014,10300 156TH ST     
Theft from Motor Vehicle,12,2014,10300 125TH ST     
Theft of Motor Vehicle,12,2014,10300 127TH ST     
Theft from Motor Vehicle,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Fatal/Injury Collision,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Fatal/Injury Collision,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Fatal/Injury Collision,12,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 152ND ST     
Theft from Motor Vehicle,12,2014,10300 KING GEORGE BLVD    
Shoplifting,12,2014,10300 152ND ST     
Shoplifting,12,2014,10300 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10300 127A ST     
Theft of Motor Vehicle,12,2014,10300 SCOTT RD     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Theft of Motor Vehicle,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Shoplifting,12,2014,10400 152ND ST     
Break and Enter - Business,12,2014,10400 158TH ST     
Theft from Motor Vehicle,12,2014,10400 FRASERGLEN DR     
Shoplifting,12,2014,10400 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,10400 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,10400 150TH ST     
Break and Enter - Residence,12,2014,10400 148TH ST     
Theft from Motor Vehicle,12,2014,10400 144TH ST     
Theft of Motor Vehicle,12,2014,10400 128TH ST     
Theft of Motor Vehicle,12,2014,10400 139TH ST     
Break and Enter - Business,12,2014,10400 152ND ST     
Break and Enter - Residence,12,2014,10400 144TH ST     
Break and Enter - Business,12,2014,10400 164TH ST     
Break and Enter - Residence,12,2014,10500 157TH ST     
Theft from Motor Vehicle,12,2014,10500 UNIVERSITY DR     
Break and Enter - Business,12,2014,10500 UNIVERSITY DR     
Break and Enter - Residence,12,2014,10500 132ND ST     
Theft of Motor Vehicle,12,2014,10500 125A ST     
Theft from Motor Vehicle,12,2014,10500 127TH ST     
Theft of Motor Vehicle,12,2014,10500 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10500 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10500 150TH ST     
Fatal/Injury Collision,12,2014,10500 138A ST     
Theft of Motor Vehicle,12,2014,10500 150TH ST     
Shoplifting,12,2014,10600 KING GEORGE BLVD    
Break and Enter - Business,12,2014,10600 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10600 151A ST     
Theft of Motor Vehicle,12,2014,10600 127A ST     
Theft from Motor Vehicle,12,2014,10600 138A ST     
Theft of Motor Vehicle,12,2014,10600 150TH ST     
Theft of Motor Vehicle,12,2014,10600 SCOTT RD     
Theft of Motor Vehicle,12,2014,10600 140TH ST     
Shoplifting,12,2014,10600 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10600 140TH ST     
Break and Enter - Residence,12,2014,10600 141A ST     
Shoplifting,12,2014,10600 KING GEORGE BLVD    
Shoplifting,12,2014,10600 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,10600 137A ST     
Break and Enter - Residence,12,2014,10600 139TH ST     
Theft from Motor Vehicle,12,2014,10600 139TH ST     
Break and Enter - Residence,12,2014,10600 159TH ST     
Theft of Motor Vehicle,12,2014,10600 130TH ST     
Break and Enter - Residence,12,2014,10600 156TH ST     
Theft of Motor Vehicle,12,2014,10600 151A ST     
Theft of Motor Vehicle,12,2014,10700 132A ST     
Theft of Motor Vehicle,12,2014,10700 139TH ST     
Break and Enter - Business,12,2014,10700 KING GEORGE BLVD    
Break and Enter - Residence,12,2014,10700 150TH ST     
Fatal/Injury Collision,12,2014,10700 150TH ST     
Break and Enter - Residence,12,2014,10700 127TH ST     
Fatal/Injury Collision,12,2014,10700 SCOTT RD     
Theft of Motor Vehicle,12,2014,10700 128TH ST     
Theft of Motor Vehicle,12,2014,10700 150TH ST     
Theft from Motor Vehicle,12,2014,10700 141ST ST     
Break and Enter - Residence,12,2014,10700 148TH ST     
Theft of Motor Vehicle,12,2014,10700 124TH ST     
Theft from Motor Vehicle,12,2014,10700 138TH ST     
Theft of Motor Vehicle,12,2014,10700 132ND ST     
Theft from Motor Vehicle,12,2014,10700 GUILDFORD DR     
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Shoplifting,12,2014,10700 KING GEORGE BLVD    
Break and Enter - Business,12,2014,10700 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10700 KING GEORGE BLVD    
Theft of Motor Vehicle,12,2014,10700 150TH ST     
Theft of Motor Vehicle,12,2014,10800 BLOCK SCOTT RD    
Theft from Motor Vehicle,12,2014,10800 156TH ST     
Theft of Motor Vehicle,12,2014,10800 156TH ST     
Break and Enter - Residence,12,2014,10800 129A ST     
Theft from Motor Vehicle,12,2014,10800 139A ST     
Theft of Motor Vehicle,12,2014,10800 133A ST     
Theft from Motor Vehicle,12,2014,10800 SCOTT RD     
Theft of Motor Vehicle,12,2014,10800 SCOTT RD     
Theft from Motor Vehicle,12,2014,10800 LARSON RD     
Break and Enter - Residence,12,2014,10900 130A ST     
Break and Enter - Residence,12,2014,10900 139A ST     
Theft of Motor Vehicle,12,2014,10900 128A ST     
Theft from Motor Vehicle,12,2014,10900 132A ST     
Theft of Motor Vehicle,12,2014,10900 144A ST     
Break and Enter - Residence,12,2014,11000 159TH ST     
Theft from Motor Vehicle,12,2014,11000 129A ST     
Theft of Motor Vehicle,12,2014,11000 136TH ST     
Theft of Motor Vehicle,12,2014,11000 136TH ST     
Break and Enter - Residence,12,2014,11000 162A ST     
Theft from Motor Vehicle,12,2014,11000 141B ST     
Theft of Motor Vehicle,12,2014,11000 ELEVATOR RD     
Theft of Motor Vehicle,12,2014,11000 OLSEN RD     
Theft from Motor Vehicle,12,2014,11000 131A ST     
Fatal/Injury Collision,12,2014,11000 124TH ST     
Theft from Motor Vehicle,12,2014,11000 161A ST     
Theft of Motor Vehicle,12,2014,11000 129TH ST     
Theft of Motor Vehicle,12,2014,11100 148TH ST     
Theft from Motor Vehicle,12,2014,11100 136TH ST     
Break and Enter - Residence,12,2014,11100 147A ST     
Break and Enter - Business,12,2014,11100 128TH ST     
Theft from Motor Vehicle,12,2014,11100 132ND ST     
Break and Enter - Residence,12,2014,11100 163A ST     
Theft of Motor Vehicle,12,2014,11200 135TH ST     
Theft from Motor Vehicle,12,2014,11200 150TH ST     
Theft of Motor Vehicle,12,2014,11200 132ND ST     
Theft of Motor Vehicle,12,2014,11200 132ND ST     
Break and Enter - Residence,12,2014,11300 159B ST     
Fatal/Injury Collision,12,2014,11300 136A ST     
Break and Enter - Residence,12,2014,11300 124TH ST     
Theft of Motor Vehicle,12,2014,11300 GLEN AVON DR    
Theft from Motor Vehicle,12,2014,11300 ROYAL CRES     
Break and Enter - Residence,12,2014,11300 136A ST     
Fatal/Injury Collision,12,2014,11300 142ND ST     
Theft from Motor Vehicle,12,2014,11300 ROYAL CRES     
Theft from Motor Vehicle,12,2014,11400 126A ST     
Theft from Motor Vehicle,12,2014,11500 97TH AVE     
Break and Enter - Residence,12,2014,11600 130TH ST     
Theft from Motor Vehicle,12,2014,11600 97TH AVE     
Break and Enter - Residence,12,2014,11700 96TH AVE     
Theft from Motor Vehicle,12,2014,11800 98A AVE     
Theft of Motor Vehicle,12,2014,12000 BOUNDARY DR S    
Theft from Motor Vehicle,12,2014,12000 NORDEL WAY     
Shoplifting,12,2014,12000 80TH AVE     
Shoplifting,12,2014,12000 80TH AVE     
Shoplifting,12,2014,12000 80TH AVE     
Shoplifting,12,2014,12000 80TH AVE     
Break and Enter - Business,12,2014,12000 96TH AVE     
Fatal/Injury Collision,12,2014,12000 88TH AVE     
Theft of Motor Vehicle,12,2014,12000 76TH AVE     
Shoplifting,12,2014,12000 NORDEL WAY     
Shoplifting,12,2014,12000 NORDEL WAY     
Shoplifting,12,2014,12000 NORDEL WAY     
Fatal/Injury Collision,12,2014,12000 NORDEL WAY     
Shoplifting,12,2014,12000 NORDEL WAY     
Shoplifting,12,2014,12000 NORDEL WAY     
Theft of Motor Vehicle,12,2014,12000 86TH AVE     
Theft of Motor Vehicle,12,2014,12000 75A AVE     
Theft from Motor Vehicle,12,2014,12000 86TH AVE     
Shoplifting,12,2014,12100 72ND AVE     
Shoplifting,12,2014,12100 72ND AVE     
Break and Enter - Residence,12,2014,12100 80TH AVE     
Shoplifting,12,2014,12100 72ND AVE     
Theft from Motor Vehicle,12,2014,12100 BOUNDARY DR S    
Break and Enter - Residence,12,2014,12100 75A AVE     
Fatal/Injury Collision,12,2014,12100 86TH AVE     
Fatal/Injury Collision,12,2014,12100 NORDEL WAY     
Theft from Motor Vehicle,12,2014,12100 95A AVE     
Break and Enter - Residence,12,2014,12100 75A AVE     
Theft of Motor Vehicle,12,2014,12100 72ND AVE     
Theft of Motor Vehicle,12,2014,12100 72ND AVE     
Theft from Motor Vehicle,12,2014,12100 72ND AVE     
Theft of Motor Vehicle,12,2014,12100 98A AVE     
Theft from Motor Vehicle,12,2014,12100 76TH AVE     
Theft from Motor Vehicle,12,2014,12100 97A AVE     
Theft from Motor Vehicle,12,2014,12100 95TH AVE     
Theft from Motor Vehicle,12,2014,12100 97A AVE     
Theft from Motor Vehicle,12,2014,12100 98TH AVE     
Theft from Motor Vehicle,12,2014,12100 63A AVE     
Break and Enter - Residence,12,2014,12100 82ND AVE     
Break and Enter - Business,12,2014,12100 MUSQUEAM DR     
Fatal/Injury Collision,12,2014,12200 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,12200 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,12200 KING GEORGE BLVD    
Fatal/Injury Collision,12,2014,12200 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,12200 75TH AVE     
Break and Enter - Residence,12,2014,12200 INDUSTRIAL RD     
Theft from Motor Vehicle,12,2014,12200 102A AVE     
Theft from Motor Vehicle,12,2014,12300 91ST AVE     
Theft from Motor Vehicle,12,2014,12300 84TH AVE     
Theft from Motor Vehicle,12,2014,12300 83A AVE     
Break and Enter - Business,12,2014,12300 83A AVE     
Theft of Motor Vehicle,12,2014,12300 92A AVE     
Theft from Motor Vehicle,12,2014,12300 94A AVE     
Fatal/Injury Collision,12,2014,12400 BLOCK 25TH AVE    
Theft from Motor Vehicle,12,2014,12400 72ND AVE     
Theft of Motor Vehicle,12,2014,12400 73A AVE     
Theft of Motor Vehicle,12,2014,12400 74TH AVE     
Break and Enter - Business,12,2014,12400 82ND AVE     
Break and Enter - Business,12,2014,12400 113TH AVE     
Theft of Motor Vehicle,12,2014,12400 90TH AVE     
Theft from Motor Vehicle,12,2014,12400 90TH AVE     
Theft of Motor Vehicle,12,2014,12400 88TH AVE     
Theft from Motor Vehicle,12,2014,12400 88TH AVE     
Theft from Motor Vehicle,12,2014,12400 88TH AVE     
Theft from Motor Vehicle,12,2014,12400 88TH AVE     
Theft from Motor Vehicle,12,2014,12400 88TH AVE     
Theft of Motor Vehicle,12,2014,12400 73RD AVE     
Theft from Motor Vehicle,12,2014,12400 71A AVE     
Shoplifting,12,2014,12400 88TH AVE     
Shoplifting,12,2014,12400 88TH AVE     
Theft of Motor Vehicle,12,2014,12400 74TH AVE     
Break and Enter - Residence,12,2014,12400 96TH AVE     
Theft of Motor Vehicle,12,2014,12400 79A AVE     
Theft from Motor Vehicle,12,2014,12400 74TH AVE     
Theft from Motor Vehicle,12,2014,12400 91ST AVE     
Theft from Motor Vehicle,12,2014,12400 82ND AVE     
Fatal/Injury Collision,12,2014,12400 KING GEORGE BLVD    
Theft from Motor Vehicle,12,2014,12400 96A AVE     
Theft from Motor Vehicle,12,2014,12400 70TH AVE     
Break and Enter - Residence,12,2014,12500 GROVE CRES     
Break and Enter - Residence,12,2014,12500 91A AVE     
Theft from Motor Vehicle,12,2014,12500 110TH AVE     
Theft of Motor Vehicle,12,2014,12500 110TH AVE     
